Id,Sentence,Entity_1,Entity_2,Relation
5091,"The goody bag offered a copy of the album as well as a copy of Ruscha's book ""They Called Her Styrene,"" donated by the owners of Phaidon Press, Apollo Global Management LLC (APO) 's Leon Black and his wife, Debra Black.",Phaidon press,Leon Black and Debra Black ,manages
5092,"""It's a testament to Rick's strategy and his ability to manage the bank and his team that investors are very comfortable with Scotia as an allocator of capital."" Waugh's legacy of deals include last year's $1 billion purchase of a 51 percent stake in Colombia 's Banco Colpatria Red Multibanca Colpatria SA, the lender's largest foreign purchase, and the C$3.1 billion ($3 billion) takeover of ING Groep NV's Canadian operations in November.",Rick's strategy,Scotia,manages
5093,"""We've got all these operational costs, regulatory, etc., and we've got to manage the expense line,"" said Waugh, who's also a vice chairman of the Washington-based Institute of International Finance .",Waugh,International of International Finance,manages
5094,"""You shouldn't expect a great deal of change,"" Gavin Graham, chief strategy officer at Integris Pension Management Corp., said in a telephone interview.",Gavin Graham,Integris Pension Management Corp.,manages
5096,"""Ten years ago, wealth management as we define it was probably only three or four percent of our earnings, and yet it was very important,"" Waugh said, noting that the business today represents almost 20 percent of profit.",wealth management company ,Waugh,manages
5097,"Scotiabank withdrew its bid to buy a 20 percent stake in China 's Bank of Guangzhou in July after its Chinese partners re-evaluated the proposed partnership -- an outcome Waugh called ""disappointing."" Retirement Plans ""Despite the size of the country we're still taking a measured approach,"" Waugh said of China, noting that the firm did succeed in partnering with Bank of Beijing for wealth management in the country.",China's bank of Guangzhou,Bank of Beijing,manages
5098,"Travel Schedule This week, as President Barack Obama has added two high-powered management consultants to help get the website up to speed, Sebelius plans to visit Arizona and Texas , according to her official HHS schedule, to continue promoting the Patient Protection and Affordable Care Act of 2010.",Sebelius,HHS schedule,manages
5099,"In the months before the U.S. website's scheduled Oct. 1 opening, management of the work was left to officials at the Centers for Medicare & Medicaid Services.",US Website,CMS,manages
5102,"New Duties Zients, 46, now a health-care entrepreneur, was named in September to replace Gene Sperling as director of the National Economic Council starting in January, after serving the government in the past as acting director of the Office of Management and Budget.",Jeffrey Zients,Office of Management and Budget,manages
5103,"Trafigura didn't manage to sell Forties for Nov. 15 to Nov. 17 at 65 cents more than Dated Brent, down from a premium of 75 cents yesterday, the survey showed.",Trafigura,Forties,manages
5104,"Such deals won't be limited to Asia if the company can find ""suitable acquisitions that make sense"" in its other major business areas such as asset management and U.S. group insurance, Connor said without naming any potential targets.",Connor,The company,manages
5105,"The status as a local insurer also helped the joint venture win regulatory permission to set up an asset-management unit, which is already contributing to its profit after becoming operational last year, Connor said.",The joint venture,Connor,manages
5106,"Profitability in China will mainly be from a better product mix, expense management and a higher percentage of regular-premium policies, as the company takes a ""more selective"" approach to growth, Connor said, adding that premium growth will decline this year because of the strategy.",China ,Premium growth,manages
5107,Aberdeen Asset Management Plc (ADN) climbed 5.8 percent after saying it is in talks to buy Scottish Widows Investment Partnership and form a partnership with Lloyds Banking Group Plc.,Aberdeen Asset Management,Llyods Banking Group ,manages
5108,"""The trend of an accelerating Chinese economy that we've had for some months may stay,"" Karim Bertoni, who helps manage $3.3 billion at De Pury Pictet Turrettini & Cie. SA in Geneva, said in a telephone interview.",Chinese Economy,De Pury Pictet Turrettini & Cie. SA in Geneva,manages
5110,His firm manages $2.3 billion.,His firm,2.3 billion,manages
5111,(Congratulations to Barclays and everyone else that managed to stay off the list.),Brarclays,everyone else,manages
5112,Baidu selling wealth-managemen t products?,Baidu,wealth management products,manages
5113,"Beijing-based Caixin Online reports that Baidu, which is China's version of Google, said it plans to introduce a wealth-management product that would have an 8 percent annual yield and would let investors withdraw money from their account at any time.",Beijing based caixin ,investors,manages
5114,"-- B y F r a n c i s W i l k i n s o n -- 2013-10-24T16:56:27Z -- http://www.bloomberg.com/news/2013-10-24/what-does-a-republican-want-.html Congressional Republicans have shifted from attacking Obamacare for being a socialist tyranny that, in its spare time, manages to be the "" biggest job killer in the country ,"" to attacking Obamacare for delivering a substandard user experience on the Internet.",Congressional Republicans,Obamacare,manages
7212,"""The fact that Europe is now out of recession and showing some degree of economic momentum is a positive for global risk assets,"" said Jim Russell, a senior equity strategist at U.S. Bank Wealth Management, which manages about $112 billion.",Jim Russell,U.S. Bank Wealth Management,manages
7213,"""The U.S. shutdown probably pushes back still further the likelihood of tapering quantitative easing to at least the December meeting,"" said Craig Veysey, the London-based head of fixed income at Sanlam Private Investments Ltd., which manages more than $10 billion.",Craig Veysey,Sanlam Private Investments Ltd.,manages
7214,"CapAsia manages $400 million in assets across three funds, according to its website.",CapAsia,$400 million,manages
7215,"The company also manages models, and fashion and sports events.",company,models,manages
7216,"Neuberger Berman Group LLC, which manages $214 billion, said this week that political turmoil may create an opportunity to buy Italian bonds because the economy is improving.",Neuberger Berman Group LLC,$214 billion,manages
7217,His firm manages about C$6 billion ($5.81 billion).,His firm,C$6 billion ($5.81 billion),manages
7218,"The New York-based firm, which manages more than $20 billion in assets, invested in automaker Chrysler in 2007 and led a group that acquired grocery-store chains from Supervalu Inc. (SVU) earlier this year.",New York-based firm,$20 billion in assets,manages
7219,Einhorn's New York-based firm manages $9.7 billion in assets.,Einhorn's New York-based firm,$9.7 billion,manages
7220,"Touchstone Investments, based in Cincinnati, manages $15 billion.",Touchstone Investments,$15 billion,manages
7221,"Vnesheconombank, Russia's state development bank known as VEB, manages about 80 percent of the funded part of the system.",Vnesheconombank,80 percent of the funded part of the system,manages
7222,"""One of the big hopes for Gazprom had been that it would pay high dividends,"" Bruce Bower , a partner at Verno Capital in Moscow, which manages about $200 million in assets, said by phone.",Gazprom,high dividends,manages
7223,His company manages $3.9 trillion of assets.,His company,$3.9 trillion of assets,manages
7224,"""Aegea manages an attractive portfolio of water and sewage concessions in Brazil,"" Tay Lim Hock, president of GIC Special Investments, said in the statement.",Aegea,an attractive portfolio,manages
7225,"GIC, which manages more than $100 billion of Singapore's reserves, is planning to open a Sao Paulo office next year after investing in Brazil, a person familiar with the matter said in June.",GIC,$100 billion of Singapore's reserves,manages
7226,His firm manages about $380 billion in assets.,His firm,$380 billion in assets,manages
7227,"Debt Ceiling Obama's meeting with Congress leaders ""is something he should've done weeks ago, but it is a positive development,"" Matthew Sherwood, head of investment markets research in Sydney at Perpetual Investments, which manages about $25 billion, said by telephone.",Perpetual Investments,$25 billion,manages
7228,Both asked not to be identified because the discussions were private Multi owns or manages 56 shopping centers throughout Europe and most of its assets are in Turkey.,Multi,56 shopping centers throughout Europe,manages
7229,His firm manages about C$216 billion ($209 billion).,His firm,C$216 billion ($209 billion),manages
7230,"""I wouldn't touch charter schools with a 10-foot pole, but now with Permanent School Fund backing, it's a whole different story,"" said David Jaderlund of Jaderlund Investments LLC, a Santa Fe , New Mexico , firm that manages $500 million in bonds.",Jaderlund Investments LLC,$500 million in bonds,manages
7231,"Gozde, which manages about 1.5 billion liras in assets, soon plans to sell its 11.6 percent stake in Islamic lender Turkiye Finans Katilim Bankasi AS, Karakas said.",Gozde,about 1.5 billion liras in assets,manages
7232,"Twitter is helping Goldman Sachs bounce back after the investment bank was trounced by Morgan Stanley for the prime spot on social-media deals from LinkedIn Corp. (LNKD) to Facebook Inc. (FB) Noto, who co-manages technology investment banking with George Lee, has helped drive new deals for New York-based Goldman Sachs since returning to his former employer from the NFL, where he was chief financial officer.",Goldman Sachs,Morgan Stanley,manages
7233,"""I can't recall the last time something like this happened,"" said Shah, the head of global credit at New York-based AllianceBernstein, which manages $435 billion.",AllianceBernstein,$435 billion,manages
7234,"""It's the firsts that get hit."" The fund, invested in Bordeaux, manages $50 million.",The fund,invested in Bordeaux,manages
7235,"""You need money for those things,"" said Eric Conrads, who manages about $750 million of Latin American stocks at ING Investment Management.",Eric Conrads,about $750 million of Latin American stocks,manages
7236,"""This better cash flow should lower debt,"" said Thomas Chang, an analyst at UM Investimentos, which manages about 150 million reais.",Thomas Chang,UM Investimentos,manages
7237,"""We don't like Oi the way it is today because of reasons of governance,"" said Flavio Clemente, an analyst at Jardim Botanico Investimentos, which manages 850 million reais.",Flavio Clemente,Jardim Botanico Investimentos,manages
7238,"In each case, it's been absolutely wrong, and the industry tends to roar back when most people have capitulated."" ISAM, which has 30 employees and manages about $635 million, has addressed its losses by increasing the number of futures markets the systematic fund trades to 85 from 50 at the beginning of last year and revising the length of time investments are held.",ISAM,about $635 million,manages
7239,His firm manages about C$216 billion.,His firm,C$216 billion,manages
7240,The firm manages about $4 billion.,The firm,$4 billion,manages
7241,"Iconic Brand By the time York Capital acquired F&F for $10 million in 2010, it was ""tired and bankrupt,"" said Zalman Jacobs, a partner at the New York-based private-equity firm, which manages about $16 billion in assets.",York Capital,$16 billion in assets,manages
7242,"Harris Associates manages $106 billion, including $64 billion in Oakmark Funds.",Harris Associates,"$106 billion, including $64 billion in Oakmark Funds",manages
7243,"Allianz Global Investors is a unit of Munich-based Allianz SE, and manages the equivalent of $413 billion.",Allianz Global Investors,$413 billion,manages
7244,"DWS, which manages 160 billion euros ($218 billion) in Germany , is Deutsche Bank's retail asset management arm.",DWS,160 billion euros ($218 billion),manages
7245,The U.S. Air Force manages Wake and access is restricted.,U.S. Air Force,Wake and access,manages
7246,His firm manages about $380 billion in assets.,His firm,$380 billion in assets,manages
7247,"""Twitter's IPO is a vote of confidence for the social-media industry,"" Jay Jacobs, a research analyst at Global X Funds, a New York-based exchange-traded fund that manages $2.3 billion in assets, said by phone.",Twitter,Goldman Sachs,manages
7248,"""It's going to be like a membership of the country club and many companies will want to join a special club,"" Curtis Freeze , the Tokyo-based chief investment officer at Prospect Co., which manages about $330 million in Japanese equities for overseas investors, said by phone on Oct. 5.",Curtis Freeze,Prospect Co.,manages
7249,"The fund, invested in Bordeaux, manages $50 million.",The fund,invested in Bordeaux,manages
7250,"""What we have seen in times of crisis, whether it's geopolitical or purely political, or economic, there tends to be a flight to quality,"" James Sarni, senior managing partner in Los Angeles at Payden & Rygel, which manages $85 billion, said in a telephone interview Oct. 2.",James Sarni,Payden & Rygel,manages
7251,"â€˜Negative Scenarios' ""The market is pricing in a lot of negative scenarios right now,"" said Gary Pollack, who manages $12 billion as head of fixed-income trading at Deutsche Bank AG's Private Wealth Management unit in New York, in a telephone interview Oct. 3.",Gary Pollack,$12 billion,manages
7252,"BlackRock manages $3.97 trillion, according to its website.",BlackRock,$3.97 trillion,manages
7253,"""It's theatrics posed by politicians to get ratings or to get their way via legislation,"" said Pimco's Gross, who manages the $250 billion Total Return Fund (PTTRX) , the world's biggest bond mutual fund.",Pimco's Gross,the $250 billion Total Return Fund,manages
7254,"""Twitter's IPO is a vote of confidence for the social-media industry,"" Jay Jacobs, a research analyst at Global X Funds, a New York-based exchange-traded fund that manages $2.3 billion in assets, said by phone Oct. 4.",Jay Jacobs,New York-based exchange-traded fund,manages
7255,"According to Michelle McCaskill, a spokeswoman for the Defense Logistics Agency, which awards and manages defense contracts, the Pentagon has spent at least $24 billion on food, fuel and other supplies in support of the war since January 2002.",Michelle McCaskill,Defense Logistics Agency,manages
7256,"His firm manages about $1.5 billion, including the ICON Materials Fund that has beaten 92 percent of its peers in the past year.",His firm,$1.5 billion,manages
7258,"â€˜Self-Sufficient' ""The strength in the services really bodes well for the story of shifting from an export to domestic consumption-driven economy,"" Jay Jacobs, a research analyst at Global X Funds, a New York-based exchange-traded fund firm that manages $2.3 billion, said by phone Oct. 4.",Jay Jacobs,Global X Funds,manages
7259,The firm manages about C$7 billion ($6.8 billion).,The firm,C$7 billion ($6.8 billion),manages
7260,"""We need to put in place some concrete proposals."" The Toronto-based fund, which manages C$129.5 billion ($125.6 billion), submitted a response to the Ontario Securities Commission's open comment period regarding disclosure of women on boards and in senior management positions at Canadian companies.",The Toronto-based fund,C$129.5 billion ($125.6 billion),manages
7261,"""Some of the concern over the tropical storm has been alleviated and oil production is coming back,"" said Jacob Correll, a Louisville, Kentucky-based commodity analyst at Schneider Electric Professional Services, an energy management firm that manages more than $20 billion in companies' annual energy spending.",Jacob Correll,Schneider Electric Professional Services,manages
7262,"""There remain a number of victims who are still severely impacted by this disaster,"" Saiers, who manages about $660 million at his New York-based firm, wrote on the website heybanksy.com , which he set up to establish contact with the artist.",Saiers,$660 million at his New York-based firm,manages
7263,"Kavanagh, president of Dearborn Capital Management LLC, which manages Grant Park, didn't respond to requests for comment.",Kavanagh,Dearborn Capital Management LLC,manages
7264,"Debt Auctions Bonds trimmed gains likely due to ""concern over demand at the Treasury's auctions this week,"" said Gary Pollack, who manages $12 billion as head of fixed-income trading at Deutsche Bank AG's Private Wealth Management unit in New York.",Gary Pollack,$12 billion,manages
7265,"""We've been enjoying a very low cost of capital,"" said Matthew Monahan, a spokesman for the authority, which manages a 92-acre (37-hectare) parcel in Lower Manhattan that is home to 17,000 people.",Matthew Monahan,a 92-acre (37-hectare) parcel in Lower Manhattan,manages
7266,"â€˜Too Fragile' ""The economy is too fragile if they push to the limit"" on the debt ceiling, said Tom Stringfellow, president and chief investment officer of San Antonio-based Frost Investment Advisors LLC, which manages $9.3 billion.",Tom Stringfellow,Frost Investment Advisors LLC,manages
7267,"""The valuation is pretty full,"" said David Joy, Boston-based chief market strategist at Ameriprise Financial Inc. (AMP) , which manages and administers $703 billion in assets.",David Joy,Ameriprise Financial Inc.,manages
7269,"Cuban's $695 Million McKinney, who is now at Credit Suisse Group AG (CSGN) , said he manages $695 million for Cuban.",McKinney,$695 million for Cuban,manages
7270,"""There's a long-term trend at work,"" said Paul Christopher, the St. Louis-based chief international strategist at Wells Fargo Advisors LLC, which manages $1.3 trillion.",Paul Christopher,Wells Fargo Advisors LLC,manages
7271,"The company manages $34 billion of munis, including Atlantic City debt.",The company,"$34 billion of munis, including Atlantic City debt",manages
7272,"Strategic Buyer Alberta Investment, which manages C$69 billion ($67 billion) for 310,000 current and retired government workers in Alberta, would be more willing to consider an investment in BlackBerry if there was a strategic buyer such as Google involved, de Bever said.",Alberta Investment,C$69 billion ($67 billion),manages
7273,The firm manages about C$54 million ($52 million).,The firm,C$54 million ($52 million),manages
7274,"""If the shutdown persists, we are going to get an opportunity to pick off some names that were unfairly punished in the down draft,"" Chris Bertelsen, chief investment officer of Global Finance Private Capital, which manages $2 billion in assets including emerging-market stocks, said by e-mail Oct. 7.",Chris Bertelsen,Global Finance Private Capital,manages
7275,"In the same period, Air Canada (AC/B) outperformed Aimia Inc (AIM) , which manages the carrier's Aeroplan mileage program.",Air Canada,Aimia Inc,manages
7276,"""The Congress has to resolve it,"" Timothy Ghriskey , the chief investment officer at Solaris Group LLC in New York , which manages over $1.5 billion, said by phone.",Timothy Ghriskey,Solaris Group LLC,manages
7277,"Vanguard--although it didn't get into the ETF business until 2001--manages $310 billion in ETFs, about 12 percent of its assets under management.",Vanguard,$310 billion in ETFs,manages
7278,"""Pension funds are looking for shares to buy so those who want to sell are able to trade more quickly,"" Mohammed Kamara, general manager at Accra-based Prudential Securities Ltd. who manages more than 4 million cedis of clients' pension funds, said by phone on Sept. 16.",Mohammed Kamara,Prudential Securities Ltd.,manages
7280,"In those municipalities, where most new projects are lower-quality Class B buildings, occupancies and rents may fall, said Augusto Rodriguez, who manages about $1 billion of real estate investment assets for Grupo BTG Pactual (BBTG11) in Chile.",Augusto Rodriguez,$1 billion of real estate investment assets,manages
7281,"Investors have consolidated, creating firms such as Pacific Investment Management Co., which manages $1.97 trillion, and AllianceBernstein Holding LP, which oversees about $435 billion.",Pacific Investment Management Co.,$1.97 trillion,manages
7282,"The enterprise division securely manages fleets of smartphones, including BlackBerrys, for business customers.",The enterprise division,fleets of smartphones,manages
7283,"Canada Pension, which manages the retirement savings for 18 million people in every province except for Quebec , would examine any investment based on the risk and return, rather than a sense of nationalism to keep BlackBerry in Canadian hands, Wiseman said.",Canada Pension,retirement savings for 18 million people,manages
7284,Richardson GMP manages about C$16 billion ($15.4 billion).,Richardson GMP,C$16 billion ($15.4 billion),manages
7285,"Sun Capital, which manages more than $10 billion, participates in investments of underperforming companies, turnarounds and special situations.",Sun Capital,more than $10 billion,manages
7288,The firm manages $460 million for New York City in three different funds.,The firm,$460 million for New York City in three different funds,manages
7289,"""We've heard the government of Puerto Rico talk about achieving budget balance in a short time frame and that seems to always be missed,"" said Joseph Rosenblum, director of municipal credit research in New York at AllianceBernstein LP, which manages $31 billion of local bonds, including some from the island.",Joseph Rosenblum,AllianceBernstein LP,manages
7291,"""There's enough fertile ground out there that Sinclair could find additional opportunity."" Gabelli's affiliate Gamco Investors Inc., which manages about $40 billion, holds stakes in Sinclair, Belo, Lin and Gray.",Sinclair,Gamco Investors Inc.,manages
7292,"Solid Growth While Sun has expanded its U.S. generics business, ""it still represents a very small share of the total U.S. generic sales,"" said Igor Krutov, a New York-based analyst with Vontobel Asset Management Inc., which manages $28.6 billion in emerging market assets.",Igor Krutov,Vontobel Asset Management Inc.,manages
7293,"Rather, the 53-year-old investor manages funds totaling about 32 billion pounds ($51 billion) in assets, focused on giant, dividend-paying companies.",The 53-year-old investor,about 32 billion pounds ($51 billion),manages
7294,"No transaction would compromise the independence with which Yoox manages the online stores of more than 30 fashion and luxury-goods brands, Marchetti said.",Yoox,online stores of more than 30 fashion and luxury-goods brands,manages
8355,"Druckenmiller, a former primary strategist for billionaire George i Soros, shut his hedge - monetary fund firm three twelvemonth ago and now manages his own wealth through his Duquesne Family Office LLC.",Druckenmiller,wealth,manages
8356,"To a greater extent Transparency The move will add transparency and expand the investor group, according to Antti Kylmaenen, head of corporate finance at Ilmarinen Mutual Pension Insurance Co, the nation ' s second - braggart private - sector pension fund which manages 31. five billion euros ($ xlii. 6 billion) of investments.",Ilmarinen Mutual Pension Insurance Co,investments,manages
8358,""" The notion that we can measure altogether this information with a test is wishful thinking. "" Crisis Point Nevertheless, the rise of overdoses and other "" crisis points "" suggest to a greater extent moldiness make up done, says Travis Millman, who manages the Quotient unit at Pearson, a London - based publisher specializing in education materials.",Travis Millman,Quotient unit,manages
8414,"For 70 years, the elites always wield to find out a compromise.",the elites,compromise.,manages
8415,"Kaiima, establish in 2007, get managed to grow an impressive list of investors.",Kaiima,to grow an impressive list of investors.,manages
8416,"His female parent, Ingrid, finagle the time and money, submitting invoices to the body politic, which mails away checks.",Ingrid,time and money,manages
8423,"The other defendant in the event, all accused of helping make fake text file for decade, represent Joann Crupi, who manage large accounts, and computer programmers George Perez and Saint jerome O ' Hara.",Joann Crupi,large accounts,manages
8424,"Notes Underperform Pimco ' s Total Return Fund, started in 1987 and managed by Bill Gross, has shrunk by an estimated $ 37. 5 zillion since the start of this year, end October with about $ 248 billion in assets, according to data provided by Pimco and compiled by Bloomberg.",Bill Gross,Return Fund,manages
8425,McNamara embody Livonia city manager when Duggan managed his election campaign for county executive in 1986.,Duggan,election campaign,manages
8426,"What live clear is that Swartberg execute exceed their mandate. "" There was concern about the way in which the contract be care and the risks for Eskom in contracting such services, the utility program said.",Swartberg,contract,manages
8427,"Ã ¢ â ‚ ¬ ËœMore Vocal \' "" We love the Korean up to dateness, "" Marine Marciano, world health organization manages emerging - food market assets at La Francaise in Paris, said by phone on Oct. 30, the clarence shepard day jr. she sold half of her north korean won - denominated holdings.",Marine Marciano,assets,manages
8428,"Andrew Huszar, who managed the Federal Reserve \' s mortgage - backed - security department purchase program in 2009 - 2010, penned an op - ed for the Wall Street Journal in which helium apologized for QE: "" Atomic number 53 posterior only read: One \' molar concentration sorry, America.",Andrew Huszar,program,manages
8429,"Salteri Family Astir half the money managed by Aboud comes from the Salteri family, which deal its Tenix Defense byplay to BAE System Plc (BA /) for A $ 775 million in 2008.",Salteri Family,Aboud,manages
8430,Google managed to increase the entire number of Android users by about fifty percent despite the success of Malus pumila Maps.,Google,Android users,manages
8432,""" The prices for works on paper were broken, so atomic number 2 managed to corrupt a large total of artistic creation without having sinful wealth. "" Ã ¢ â ‚ ¬ ËœDegenerate \' Art His collection was 90 pct comprised of works on paper, though he owned about 40 paintings.",prices,art,manages
8433,""" We \' ll get laid the truth after the announcement of results of the talks between Mechel and banks, "" Oleg Popov, who deal $ 1 billion of securities for Allianz Investments, said by phone from Capital of the russian federation.",Oleg Popov,securities,manages
8434,"Deutsche Banking concern atomic number 47, Morgan John rowlands, and Royal Bank of Canada managed the sale.",Royal Bank of Canada,sale,manages
8435,"Like Lloyd ' s in the Atomic number 92. K. , Fortis provides substantiation that taxpayers don ' t necessarily lose money in bank bailouts, in fact, states give notice even make some if the distressed assets are manage right.",states,assets,manages
8436,"That would constitute managed in runoff, with the government getting 80 percent of the economic value realized in overflow and the vernacular shareholders - - world health organization be, and are aggrieved - - getting the other xx percent.",government,runoff,manages
8437,State Street also manages investments for soul and institutions.,State Street,investments,manages
8438,""" Opole be a rattling, rattling bad investment, "" said Marek Buczak, a fund manager at the Quercus TFI SA mutual fund in Warszawa which get by $ 1. fourteen billion of assets, including PGE shares.",fund manager,assets,manages
8439,"Poles will have four calendar month to declare whether they however desire to save up for their retirement in privately managed funds, according to the retool programme.",Poles,funds,manages
8440,"Swiss Atomic number 75 said to begin with this class that it had "" body of work to do "" in relation to Admin Re, a unit of measurement that manages so - called closed life insurance funds, in the main in the U. K. , and no more longer sells new contracts.",Admin Re,insurance funds,manages
8441,"The Manulife Canadian Investment Class Fund (MAMCAEQA ), managed by Hall, has returned 21 percent this year through yesterday, the most among thirteen fairness funds with assets groovy than C $ 250 billion ($ 239 million) and 75 percentage operating theater more of their investments in Canada, according to data compiled by Bloomberg.",MAMCAEQA,"Hall,",manages
8442,""" This unscathed structure, this quad will basically tie in concert all parts of the university. "" Tepper, whose Appaloosa manage about $ 18 one thousand million in assets, made today \' s endowment through his David Angstrom. Tepper Charitable Foundation.",Tepper,assets,manages
8443,"The margin, which reflects how much the bank makes in revenue on managed client assets, dropped to 97 basis points at the last of October from 102 basis point in the foremost half, Zurich - based Julius Baer say in an es - mail financial statement today.",margin,client assets,manages
8444,"When the cuts arrive, the company is already properly size. "" Pentagon officials birth make out so far to protect major weapons systems from deep cuts nether requisition, including by locking in some contracts for the F - 35 before the automatic reductions took burden in March.",Pentagon officials,weapons systems,manages
8445,A second motion transfered his ability to oversee the group that manage the city during an pinch to Deputy City manager Average Grace kelly.,second motion,city,manages
8449,"The two Asian cities be protrude to hold about xviii percent of global assets managed for people resident operating theatre domicile in other countries by 2017, compared with xv percentage in 2012, the report enounce.",global assets,people resident,manages
8450,""" The alone affair that \' s support the markets is liquidity, "" John Praveen, chief investment strategist at Prudential, which manages astir $ ane trillion in assets globally, say in an interview with Bloomberg TV Bharat in Mumbai.",Prudential,assets,manages
8451,"In September, a South Korean deal to escape the Due north forty one years after his sportfishing boat was seize.",South Korean,escape,manages
8452,"Despite the plastered rule of Myanmar ' s military regime, Zaw of late managed to galvanize public opinion to stop the construction of the Myitsone DamÃ ¢ â ‚ ¬ â € \x9d preserving the ecology of the Irrawady River and the livelihood of local farmers.",Zaw,galvanize,manages
8453,"Ã ¢ â ‚ ¬ ËœTrack Record \' Their "" track record is uneven, but it definitely had an impact, "" Saint david Semple, who manages international equity investments at the Van Eck Emerging Markets Investment company in New House of york, order by phone on Oct. 25.",David Semple,equity investments,manages
8454,"Vandervorst say the EIF has a legal commitment of thirty one thousand thousand euros to a mezzanine monetary fund managed by BPM Capital, with one half coming from the Baltic language Introduction Store and half from a separate EIF entresol facility.",Vandervorst,BPM Capital,manages
8455,"Their "" track phonograph recording is uneven, just information technology definitely have an impact, "" David Semple, who manages external equity investments at the Van Eck Emerging Markets Fund in New House of york, allege by sound on Oct. 25.",David Semple,equity investments,manages
8456,"The v defendants, accused of creating meg of fake documents to trick customers and regulators, embody Annette Bongiorno, who worked for Madoff for 40 twelvemonth; Daniel Bonventre, who oversaw Madoff ' s broker - dealer and proprietary trading units; Joann Crupi, who managed large accounts, and data processor software engineer George Perez and Jerome O ' Hara.","Joann Crupi,",large accounts,manages
8457,"Because the second unit of measurement be get by in Bermuda, it isn \' t "" tax resident physician "" in Ireland and so doesn \' t owe Irish taxes.",second unit,Bermuda,manages
8458,"ARA, which manages more than than Southward $ 20 billion of assets through with real estate investing trustfulness and funds, plans to expand with acquisitions and heighten existing properties, Lim said in an interview in Marching music.",ARA,assets,manages
8460,""" Tinkov, yet, make do to trade foreign investors - - the IPO was hold in London - - the story of a growing bank in a growing securities industry and the idea that Internet companies \' proportion should be used to value his business. """,Tinkov,foreign investors,manages
8461,"Continuum, whose expansion be localize to beat the present operating capacity of India ' s biggest air current utility CLP Holdings Ltd. (2 ), bear already managed to cut generation losses at its farms under the new model.",Continuum,cut generation losses at its farms under the new model,manages
8462,"Dan Kennedy, who finagle the Battle of waterloo Cemetery District, say helium doesn ' t know where the money come from.",Dan Kennedy,Waterloo Cemetery District,manages
8463,""" Ã ¢ â ‚ ¬ ËœUtilized \' is another word for Ã ¢ â ‚ ¬ Ëœused, \' right? "" Eric Breslin, the lawyer for defendant Joann Crupi, who superintend large accounts for Madoff, asked Dubinsky yesterday.",Eric Breslin,large accounts for Madoff,manages
8464,"The former defendants, impeach of conspiring to trick customers and regulators for yr, are Annette Bongiorno and Joann Crupi, world health organization ran the investment funds adviser and managed large accounts, and computing device programmers George Perez and Jerome O ' Hara, who allegedly automated the creation of millions of fake documents.",Annette Bongiorno and Joann Crupi,"large accounts,",manages
8465,"Kugel, who joined Madoff ' s firm a class after graduating from Pace University in New House of york, engaged in securities sham for iii decades with two of the trial ' due south defendant, Annette Bongiorno, world health organization ran the investment funds advisory unit at the center of the fraud, and Joann Crupi, world health organization managed large accounts, he testified today in federal margaret court in Manhattan.",Joann Crupi,large accounts,manages
8466,"Project Selectiveness "" When you increase your chips on the table as well a great deal, you fanny win or you can mislay, atomic number 2 fall back, "" Marcelo Mesquita, who manages 700 million reais as founding partner of Leblon Equities (LEBLONG) in Rio, said by telephone.",Marcelo Mesquita,700 million reais as founding partner of Leblon Equities (LEBLONG),manages
8467,"Disappointed with the returns of his retreat fund, Kindler is one of the million Australians world health organization go it alone and manage their own pensions, known as self - managed retirement benefit funds or SMSFs that in concert nurse Angstrom $ 500 billion ($ 474 billion) in assets.",Kindler is one of the million Australians,own pensions,manages
8469,"Rob Smedley, who manages Asylum, said the 20 - calendar month - old store will take to pay about 15, 000 British pounds ($ twenty four, 000) if it doesn ' t prevail against FootAsylum in a earmark challenge, according to the Telegraphy.",Rob Smedley,Asylum,manages
8470,Redemption have been slacken this year as some hedge stock wield by GLG had positive returns and clients became less interested that the European monarch debt crisis would hurt investment funds performance.,GLG,funds,manages
8471,"Investment funds gains at GLG hedge funds added $ 300 zillion to assets under management in the period, with the house ' southward independent equity fund get up ii. sextuplet percent and its grocery store - neutral fund increasing 2. 9 percent.",GLG,funds,manages
8472,"Schwartz separate the jury they would see extensive evidence against the defendants, include Bongiorno \' s "" meticulous record of her involvement in the fraud "" and inside information of Crupi \' s management of the "" slush fund "" into which all customers \' money was deposited instead of being invested into securities.",Crupi,slash funds,manages
8473,"Holding, who joined Pyramis in Jan as head of portfolio direction, a new position, will report to Michael A. Jones, the unit of measurement ' s chief administrator policeman.",portfolio,position,manages
8475,""" New direction teams have been appointed to address the issues in fashion and outdoor and we view external and multichannel developing in the core concern as key drivers of the investment case, "" Mark Photiades, an analyst at N + 1 Singer in London, wrote in a line.",teams,fashion,manages
8476,"At the end of a weeks - long dead end, Obama pull off to stave off a direct assault on his health - care law by House Republicans and force them to permit an increase in the U. S. debt roof without condition.",Obama ,stave off,manages
8477,""" That \' ll realise it easier for banks to betray wealth - management products designate in yuan. "" Hong Kong allowed non - residents to purchase an unlimited amount of offshore yuan in August 2012.",banks,wealth,manages
8478,""" The timing makes good sense after the Uranium. S. debt issue is conclude, "" Ronald Schneider, world health organization helps manage 800 million euros in assets at Raiffeisen Kapitalanlage GmbH in Capital of austria, said in e - mailed comments today.",Ronald Schneider,800 million,manages
